letter,x,y
3.0000000000,-4.8057187443,-0.0165573964
3.0000000000,-4.7263871199,0.0410398782
3.0000000000,-4.6470554978,0.0986371550
3.0000000000,-4.5677238734,0.1562344296
3.0000000000,-4.5313092667,0.1826725905
3.0000000000,-4.5809562592,0.2686637045
3.0000000000,-4.5644072625,0.2399999998
3.0000000000,-4.5478582635,0.2113362952
3.0000000000,-4.8553657368,0.0694337176
3.0000000000,-4.7760341124,0.1270309922
3.0000000000,-4.6967024903,0.1846282690
3.0000000000,-4.6173708659,0.2422255436
3.0000000000,-4.5088092678,0.2216437329
3.0000000000,-4.4661644826,0.2955066644
3.0000000000,-4.4235196996,0.3693695958
3.0000000000,-4.4010197007,0.4083407383
3.0000000000,-4.4506666932,0.4943318522
3.0000000000,-4.4341176964,0.4656681476
3.0000000000,-4.4175686974,0.4370044429
3.0000000000,-4.5584562603,0.3076348469
3.0000000000,-4.5158114773,0.3814977784
3.0000000000,-4.4731666921,0.4553607098
3.0000000000,-4.4512646528,0.6340088860
3.0000000000,-4.4414848881,0.5900844496
3.0000000000,-4.4261421756,0.5211748121
3.0000000000,-4.4107994654,0.4522651747
3.0000000000,-4.5009116454,0.7200000000
3.0000000000,-4.4843626486,0.6913362953
3.0000000000,-4.4678136496,0.6626725907
3.0000000000,-4.4911318806,0.6760755636
3.0000000000,-4.4757891704,0.6071659261
3.0000000000,-4.4604464579,0.5382562887
3.0000000000,-5.7746056037,-0.7200000005
3.0000000000,-5.7317286556,-0.7200000005
3.0000000000,-5.6888517075,-0.7200000005
3.0000000000,-5.6459747595,-0.7200000005
3.0000000000,-5.8242525962,-0.6340088865
3.0000000000,-5.7813756481,-0.6340088865
3.0000000000,-5.7384987000,-0.6340088865
3.0000000000,-5.6956217520,-0.6340088865
3.0000000000,-5.8077035994,-0.6626725912
3.0000000000,-5.7911546004,-0.6913362959
3.0000000000,-4.9451355037,0.4196241456
3.0000000000,-4.9001355035,0.4196241456
3.0000000000,-4.8114450735,0.4196241456
3.0000000000,-4.7227546435,0.4196241456
3.0000000000,-4.6777546434,0.4196241456
